os_x,cleaned_publisher_name,game_name,sensor_tower_link,app_id_trimmed,publisher_id,publisher_name
ios,CTCP Giai Tri Thien Thuong Hoa,Nấm Và Anh Hùng,https://app.sensortower.com/overview/64c0b3188c85a0522c08a46e/com.wanxi.mxwvn?country=VN,6449520792,1689532424,TTH PLAY COMPANY LIMITED
ios,CTCP Giai Tri Thien Thuong Hoa,Đặc Vụ Côn Trùng,https://app.sensortower.com/overview/64ccf5f86d841b5ecdc14652/6451437205?country=VN,6451437205,1606283035,LXFUN GAMES
ios,CTCP Giai Tri Thien Thuong Hoa,Say Mê Săn Báu,https://app.sensortower.com/overview/64ede5412d63ee580d609fb9/6458692232?country=VN,6458692232,1606283035,LXFUN GAMES
ios,CTCP Giai Tri Thien Thuong Hoa,Thái Cổ Phong Ma - TTH,https://app.sensortower.com/overview/651504efd211a646d98e8b5a/com.yuewan.tgvn?country=US,6450002245,1689532424,TTH PLAY COMPANY LIMITED
ios,CTCP Giai Tri Thien Thuong Hoa,Kỷ nguyên chinh phục: EOC -TTH,https://app.sensortower.com/overview/615689dfbdb047784e567718/com.eoc.google.watt?country=VN,1634389457,1604321544,Watt Games
ios,CTCP Giai Tri Thien Thuong Hoa,Nấm Lùn Tiến Lên,https://app.sensortower.com/overview/6539d116d2e5a9284e6a76e2/com.mxdzz.sea?country=VN,6473259128,1703914972,SPARKGAME COMPANY LIMITED
ios,CTCP Giai Tri Thien Thuong Hoa,Vệ Binh Ngày Tận Thế,https://app.sensortower.com/overview/6470444f124b5028b45d9743/6502498607?country=VN,6502498607,1703914972,SPARKGAME COMPANY LIMITED
ios,CTCP Giai Tri Thien Thuong Hoa,Siêu Năng Tam Quốc,https://app.sensortower.com/overview/666a7679850648f34fb41215/com.snmjglo.google?country=VN,6502480712,1604321544,Watt Games
ios,CTCP Giai Tri Thien Thuong Hoa,Kung Fu Saga,https://app.sensortower.com/overview/63eed437a82554737693f3e4/com.rxsjus.an.watt?country=VN,1660688865,1604321544,Watt Games
ios,CTCP Giai Tri Thien Thuong Hoa,Yong Heroes-Anh Hùng Kỳ Hiệp,https://app.sensortower.com/overview/5d3947145d826616bc1ecec0/1479281298?country=VN,1479281298,1604321544,Watt Games
ios,CTCP Giai Tri Thien Thuong Hoa,Đại Sư Múa Rối,https://app.sensortower.com/overview/6375d678b9ff2410306f150a/6443935990?country=VN,6443935990,1606283035,LXFUN GAMES
ios,DZOGAME,Chiến Địa,https://app.sensortower.com/overview/658f9f16623739111651e8a0/6466594572?country=VN,6466594572,959827394,DZOGAME COMPANY LIMITED
ios,DZOGAME,Hắc Nguyệt Quyền Thần,https://app.sensortower.com/overview/6582608575c8970d9fe7b5c2/1645855288?country=VN,1645855288,959827394,DZOGAME COMPANY LIMITED
ios,DZOGAME,Đấu trường Onmyoji,https://app.sensortower.com/overview/641ce1cf3169d82cab237c53/1619722656?country=VN,1619722656,959827394,DZOGAME COMPANY LIMITED
ios,DZOGAME,Hiệp Khách Mobile,https://app.sensortower.com/overview/6204f587308b704dbab9a1b1/1607048270?country=VN,1607048270,959827394,DZOGAME COMPANY LIMITED
ios,DZOGAME,MeloJam PlayPark,https://app.sensortower.com/overview/6708aabdf34e404c021867b4/aos.playpark.melojam?country=VN,6477151368,1000985563,Playpark Company Limited
ios,FunTap - HHGAME LTD,Thục Sơn Thiên Hạ Chiến,https://app.sensortower.com/overview/66b9c4b0e5dfbf0e5fb63f71/6478189835?country=VN,6478189835,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Alo Tu Tiên Đi,https://app.sensortower.com/overview/66932d63c787b90e25781175/6476176367?country=VN,6476176367,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Tân Nhất Kiếm GH,https://app.sensortower.com/overview/666a79b96b79e13f1241593f/6476176288?country=VN,6476176288,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Me&Meo: Bé Mèo Của Tôi,https://app.sensortower.com/overview/666a7683850648f34fb41216/6474280824?country=VN,6474280824,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Mobile Legends: Bang Bang FT,https://app.sensortower.com/overview/57955d280211a6718a000002/com.hhgame.mlbbvn?country=VN,6468942281,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Đấu Phá Mobile,https://app.sensortower.com/overview/6669c5864b5ce4f9f2239488/6475951069?country=VN,6475951069,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Đấu La BangBang- 1777 Lần Rút,https://app.sensortower.com/overview/6638a848ad4adb4594498e36/6480434384?country=VN,6480434384,1682431193,BIZTECH DIGITAL TECHNOLOGY COMPANY LIMITED
ios,FunTap - HHGAME LTD,Phàm Nhân Tu Tiên: Duyên Khởi,https://app.sensortower.com/overview/66029b32649dfd33fdf3656e/1642861858?country=VN,1642861858,1764913957,RED RIVER TECHNOLOGY AND SERVICES COMPANY LIMITED
ios,FunTap - HHGAME LTD,Kiếm Vũ Thiên Hành Ca - Funtap,https://app.sensortower.com/overview/6603aa389cc7a7189ba7b66d/6467180067?country=VN,6467180067,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Tiên Vương 4D,https://app.sensortower.com/overview/65fd06dba6a66211427de1cd/6478379359?country=VN,6478379359,1682431193,BIZTECH DIGITAL TECHNOLOGY COMPANY LIMITED
ios,FunTap - HHGAME LTD,Tiểu Yêu Tầm Đạo-Funtap,https://app.sensortower.com/overview/64d262a510a3142a25912bd2/6470252900?country=VN,6470252900,1764913957,RED RIVER TECHNOLOGY AND SERVICES COMPANY LIMITED
ios,FunTap - HHGAME LTD,Nhất Mộng Cửu Thiên,https://app.sensortower.com/overview/65826151ead12212042f977e/6473225483?country=VN,6473225483,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,3Q Legend:Danh Tướng Truyền Kỳ,https://app.sensortower.com/overview/6545db024227cd177700a064/6453690496?country=VN,6453690496,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Tam Quốc X,https://app.sensortower.com/overview/652f6e39a020f13af057ccec/6453691541?country=VN,6453691541,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Shining Nikki,https://app.sensortower.com/overview/6522ce55fe6cd0517760607e/6449825814?country=VN,6449825814,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Genshin Impact - Funtap,https://app.sensortower.com/overview/5f3b76921392d052ebf0d0ca/6451477469?country=VN,6451477469,1698482899,HongHaGame
ios,FunTap - HHGAME LTD,Marvel Snap,https://app.sensortower.com/overview/62a17c64d4cf060ee448fb7f/1592081003?country=VN,1592081003,1582811540,Second Dinner Studios Inc.
ios,FunTap - HHGAME LTD,Hoa Kiếm Mobile,https://app.sensortower.com/overview/64796634d20ff2116f39a01d/vn.funtap.hoakiem?country=VN,6446875534,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Primitive Era - Funtap,https://app.sensortower.com/overview/644bb0bdc5b9042c3e1e0c3a/6447750572?country=VN,6447750572,1682431193,BIZTECH DIGITAL TECHNOLOGY COMPANY LIMITED
ios,FunTap - HHGAME LTD,Honkai Impact 3-VN,https://app.sensortower.com/overview/642ea283c084ff1c6afcc825/6448864292?country=VN,6448864292,1698482899,HongHaGame
ios,FunTap - HHGAME LTD,Ant Legion: Kiến Cơ Giáp,https://app.sensortower.com/overview/61b1f7b96ffae75bc24b4d78/com.global.antgamevn?country=VN,1621483610,1764913957,RED RIVER TECHNOLOGY AND SERVICES COMPANY LIMITED
ios,FunTap - HHGAME LTD,ĐấuLa Đại Lục3D:HồnSư ĐốiQuyết,https://app.sensortower.com/overview/669a8cc0e19c0a72837acc1a/6504474986?country=VN,6504474986,1764913957,RED RIVER TECHNOLOGY AND SERVICES COMPANY LIMITED
ios,FunTap - HHGAME LTD,Thần Vương Chi Mộng,https://app.sensortower.com/overview/61f1b19b6333992186529d18/1579481125?country=VN,1579481125,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Mobile Legends: Adventure VN,https://app.sensortower.com/overview/5c78999dba94be159497a35e/1602460179?country=VN,1602460179,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Phượng Hoàng Cẩm Tú,https://app.sensortower.com/overview/60aa13a370319f6e2508a4dd/1549824326?country=VN,1549824326,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Tình Kiếm 3D,https://app.sensortower.com/overview/5c1b0cccbc1edc0649d9b349/1436932265?country=VN,1436932265,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Giang Hồ Chi Mộng - Kiếm Vương,https://app.sensortower.com/overview/5d91778c29053f773fdc2346/1491703061?country=VN,1491703061,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Kiếm Ma 3D -Vương Giả Chí Tôn,https://app.sensortower.com/overview/5d06fe91d61a4c76037a7d27/1460786661?country=VN,1460786661,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Nhất Kiếm Giang Hồ 3D,https://app.sensortower.com/overview/5b947d485d1f3c4c76eb0ad4/1436138195?country=VN,1436138195,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Summoners War - Funtap,https://app.sensortower.com/overview/55c51de102ac64f9c0002861/com.com2us.smon.normal.freefull.google.vn.android.common?country=VN,1585602211,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,MU: Vượt Thời Đại - Funtap,https://app.sensortower.com/overview/5fb89ea2056f101d12123469/1531831962?country=VN,1531831962,1764913957,RED RIVER TECHNOLOGY AND SERVICES COMPANY LIMITED
ios,FunTap - HHGAME LTD,Puzzles & Survival,https://app.sensortower.com/overview/6115323b7a2fb545e009cfcb/1570767171?country=VN,1570767171,1764913957,RED RIVER TECHNOLOGY AND SERVICES COMPANY LIMITED
ios,FunTap - HHGAME LTD,The Walking Dead：Kẻ Sống Sót,https://app.sensortower.com/overview/5fb347007ae5ba145dcc4025/6446672928?country=VN,6446672928,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,State of Survival: Last Dash,https://app.sensortower.com/overview/5cf092a745e8be7323fffd0d/com.kingsgroup.sos.vn?country=VN,1516465879,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Call of Dragons - Funtap,https://app.sensortower.com/overview/62f32a5044136e0eba10c9ba/com.farlightgames.samo.gp.vn?country=VN,6449674450,1690021625,EazyPlay LTD
ios,FunTap - HHGAME LTD,Top War: Battle Game - Funtap,https://app.sensortower.com/overview/5cc98b703ea98357b8ed3ce0/com.topwar.gp.vn?country=VN,1596859213,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,SoulLand:Đấu La Đại Lục-Funtap,https://app.sensortower.com/overview/5f3ca1373901921b75c92afe/1521771561?country=VN,1521771561,1091188713,WISENESS GAME ONLINE INTERNATIONAL LTD
ios,FunTap - HHGAME LTD,Thời Đại Anh Hùng,https://app.sensortower.com/overview/66fb97dffb320cffcfb1e326/com.greenmushroom.boomblitz.gp.vn?country=VN,6575363756,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Draconia Saga VN,https://app.sensortower.com/overview/663ffa0564df7d1ea5a06b10/com.redriver.gp.vi.lzgwy?country=VN,6480404570,1738892179,RedRiver Game
ios,FunTap - HHGAME LTD,LUNA: Vương Quốc Ánh Trăng,https://app.sensortower.com/overview/65e5da34d29202576bdea65a/6474964173?country=VN,6474964173,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,X-hero,https://app.sensortower.com/overview/6320fb30ad4adb161582e209/6445982244?country=VN,6445982244,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Chronicle of Infinity VN,https://app.sensortower.com/overview/64619ad72e146b39c0fa0a6a/6446024007?country=VN,6446024007,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Land of Empires: Immortal,https://app.sensortower.com/overview/5dccab2ade63003f9d41834b/1523256630?country=VN,1523256630,1479664692,Nuverse
ios,FunTap - HHGAME LTD,IDLE GOG VN,https://app.sensortower.com/overview/63578bb99d838447746c5887/6443444765?country=VN,6443444765,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Last Shelter: Survival,https://app.sensortower.com/overview/59dee20f4bd49d34db0a4b25/com.more.dayzsurvival.gpvn?country=VN,1616610297,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Piggy GO - Heo Con Du Hí,https://app.sensortower.com/overview/5bbd83f985a660481b5f8f5a/1619055583?country=VN,1619055583,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Hồng Đồ Chi Hạ - Epic War,https://app.sensortower.com/overview/6178da8bfb94934d110250cb/com.archosaur.vn.sgzgc.gp?country=VN,1590154620,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Life Makeover-Thế Giới Mộng Ảo,https://app.sensortower.com/overview/626d11b3b672a029fdbf45c0/1607282320?country=VN,1607282320,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Hành Trình Bất Tận: Sinh Tồn,https://app.sensortower.com/overview/5fa254dc7a8e43733d2b1c03/1633945760?country=VN,1633945760,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Trùng sinh: Quyết Chiến Sabuk,https://app.sensortower.com/overview/64dc7ff401a93e0ff44f86db/6450761748?country=VN,6450761748,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Rise of Castles,https://app.sensortower.com/overview/5b5a6814befb8213d010b9d5/1579889775?country=VN,1579889775,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Dũng Sĩ Trở Lại: Khế Ước,https://app.sensortower.com/overview/6863572aad4901a2d833cd9a/6747154050?country=VN,6747154050,1820088758,Newlight Technology Joint Stock Company
ios,FunTap - HHGAME LTD,Dark War Survival,https://app.sensortower.com/overview/6573c39d5c3b423d5d04560f/6747331870?country=VN,6747331870,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Magic Chess: Go Go,https://app.sensortower.com/overview/671baf714bb86008d2263ce5/6742177455?country=VN,6742177455,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Chinh Phục Đại Dương,https://app.sensortower.com/overview/683890f514aac3f7242603df/6739808002?country=VN,6739808002,1787143411,RED RIVER MEDIA COMPANY LIMITED
ios,FunTap - HHGAME LTD,Last War:Survival,https://app.sensortower.com/overview/64075e77537c41636a8e1c58/6736925794?country=VN,6736925794,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Cực Tốc Tam Quốc,https://app.sensortower.com/overview/67b6cb2945ae2e74f1207e57/6738641269?country=VN,6738641269,1764913957,RED RIVER TECHNOLOGY AND SERVICES COMPANY LIMITED
ios,FunTap - HHGAME LTD,Blood Strike: Vây Hãm,https://app.sensortower.com/overview/675f8cb6c62a98def6a6be3d/com.netease.newspikevn?country=VN,6590610850,1438383758,Valar Technology Corp
ios,FunTap - HHGAME LTD,Siêu Đậu Tấn Công,https://app.sensortower.com/overview/681d77cb51744faac2f65e3e/6740690310?country=VN,6740690310,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Chuyển Sinh Ta Là Vua Tam Quốc,https://app.sensortower.com/overview/68370f3f19b94dc38a100a06/6478959083?country=VN,6478959083,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Tam Quốc Truyền Kỳ : Tái Xuất,https://app.sensortower.com/overview/67ffe99b96fb68ff2a21e776/6740510300?country=VN,6740510300,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Đại Tiên Mình Đi Đâu Thế,https://app.sensortower.com/overview/67d4d42b59f022f5f94d4fb5/6737467132?country=VN,6737467132,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Đại Hiệp Tap Tap,https://app.sensortower.com/overview/6753c1da344c61f4d8975945/vn.funtap.daihieptaptap?country=VN,6479231049,1473783022,Funtap JSC
ios,FunTap - HHGAME LTD,Candy Crush Saga,https://app.sensortower.com/overview/55c5028802ac64f9c0001faf/553834731?country=US,553834731,526656015,King
ios,Gamota,Doomsday: Last Survivors,https://app.sensortower.com/overview/60f151ef6ffae745341f100f/com.igg.android.doomsdaylastsurvivorsvn?country=VN,6447841794,1418348199,HTD MEDIA VIET NAM JOINT STOCK COMPANY
ios,Gamota,Viking Rise - Gamota,https://app.sensortower.com/overview/637b0dc7863b79516a758a69/6475273921?country=VN,6475273921,1418348199,HTD MEDIA VIET NAM JOINT STOCK COMPANY
ios,Gamota,Zenless Zone Zero-Gamota,https://app.sensortower.com/overview/6626a822a9cba85698402d6b/com.HoYoverse.NapVn?country=VN,6476137851,1725959510,GAMIO STUDIO COMPANY LIMITED
ios,Gamota,Hắc Ảnh Vệ Thần,https://app.sensortower.com/overview/65dd882d5b503a195c83c491/6447539837?country=VN,6447539837,1548615280,ADSOTA CORPORATION
ios,Gamota,Tam Quốc Chí: Thần Ma,https://app.sensortower.com/overview/65c59246ef45c441d8c8886b/com.k2vn.vnigp?country=VN,6451099744,1676603715,TAM DUONG COMPUTER COMPANY LIMITED
ios,Gamota,Lục Địa Oasis - Gamota,https://app.sensortower.com/overview/66050958ec3c1117710970b9/6478485058?country=VN,6478485058,790194591,GAMOTA Corporation
ios,Gamota,Beast Lord - Gamota,https://app.sensortower.com/overview/6518e90143ee8718b7e23fec/6461417156?country=VN,6461417156,790194591,GAMOTA Corporation
ios,Gamota,Ảo Mộng Tru Tiên,https://app.sensortower.com/overview/65d56f57dd4de13fbef0768b/6466396468?country=VN,6466396468,790194591,GAMOTA Corporation
ios,Gamota,Tiếu Ngạo - Gamota,https://app.sensortower.com/overview/5b31b7722b4e7a0e51174c50/6472019436?country=US,6472019436,790194591,GAMOTA Corporation
ios,Gamota,Hiệp Khách Giang Hồ,https://app.sensortower.com/overview/5b31b7722b4e7a0e51174c50/1358604343?country=VN,1358604343,790194591,GAMOTA Corporation
ios,Gamota,Last Fortress - Gamota,https://app.sensortower.com/overview/6620de2d9db92b4ddddd2e2e/6475714083?country=VN,6475714083,1740678246,IRPG STUDIO COMPANY LIMITED
ios,Gamota,Grail Tale,https://app.sensortower.com/overview/64399222b1bc2032d36f13d2/6443442131?country=VN,6443442131,677591849,"U1 Game Digital Entertainment(HongKong) Co.,Ltd."
ios,Gamota,Tân 3Q Truyền Kỳ,https://app.sensortower.com/overview/62f638da3811e936454f2b0f/6446198142?country=VN,6446198142,1676603715,TAM DUONG COMPUTER COMPANY LIMITED
ios,Gamota,Alo Chủ Tướng - Gamota,https://app.sensortower.com/overview/64405fc98f8f2413f98524c7/1641642655?country=VN,1641642655,790194591,GAMOTA Corporation
ios,Gamota,King's Choice - Gamota,https://app.sensortower.com/overview/63b7af54e1752a247e2814e6/1633394133?country=VN,1633394133,1547396692,KDATA COMPANY LIMITED
ios,Gamota,Thợ Săn Quỷ - Gamota,https://app.sensortower.com/overview/625fa5b2544f7416956c8d21/com.hunter.vn.an?country=VN,1618451087,1618451089,Son Doan
ios,Gamota,Rise of Kingdoms - Gamota,https://app.sensortower.com/overview/5ac2bdddcfc03208313848db/1574489575?country=VN,1574489575,982163649,KULS JSC
ios,Gamota,Con Đường Tơ Lụa - Gamota,https://app.sensortower.com/overview/601608ff005b1610e85f2ec4/1539383751?country=VN,1539383751,583292504,Appota
ios,Gamota,Days of Empire - Gamota,https://app.sensortower.com/overview/60a0312911c542326e602fd3/1559698151?country=VN,1559698151,583292504,Appota
ios,Gamota,Mobile Royale - Gamota,https://app.sensortower.com/overview/5c05e67a3c45491c8361f046/1477800522?country=VN,1477800522,1418348199,HTD MEDIA VIET NAM JOINT STOCK COMPANY
ios,Gamota,Phá Thiên Nhất Kiếm - Gamota,https://app.sensortower.com/overview/61a5bbec8f5d385e7c0ea28c/1578617549?country=VN,1578617549,583292504,Appota
ios,Gamota,Rise of the Kings - Gamota,https://app.sensortower.com/overview/6679b0ea56287121469ffe1a/6503333670?country=VN,6503333670,1547396692,KDATA COMPANY LIMITED
ios,Gamota,War Eternal - Gamota,https://app.sensortower.com/overview/60699652c46ae667f2187b41/1549148663?country=VN,1549148663,583292504,Appota
ios,Gamota,Lords Mobile - Gamota,https://app.sensortower.com/overview/567a0aee0f1225ea0e006fe9/com.igg.android.lordsmobilevn?country=VN,1471932438,1418348199,HTD MEDIA VIET NAM JOINT STOCK COMPANY
ios,Gamota,Tân Kỷ Nguyên - Gamota,https://app.sensortower.com/overview/5eddcd2be7e6b81e5ef0f068/com.gmt.kiemthanfinalfantasy?country=VN,1498402668,790194591,GAMOTA Corporation
ios,Gamota,Phong Lăng Thiên Hạ,https://app.sensortower.com/overview/5f488cfbdaef98499c0930a0/com.gmt.phonglang?country=VN,1512919323,790194591,GAMOTA Corporation
ios,Gamota,Thiếu Niên Anh Hùng - Gamota,https://app.sensortower.com/overview/625e0c55315ff51e5f75b358/1581949795?country=VN,1581949795,790194591,GAMOTA Corporation
ios,Gamota,Tam Quốc Liệt Truyện - Liên Minh Truyền Kỳ,https://app.sensortower.com/overview/5eaa3bb083de486c48766499/1501476139?country=KH,1501476139,790194591,GAMOTA Corporation
ios,Gamota,Thiên Long Kiếm 2,https://app.sensortower.com/overview/60752560c878a43f260e1b70/1549121532?country=VN,1549121532,790194591,GAMOTA Corporation
ios,Gamota,Ngạo Thiên Mobile,https://app.sensortower.com/overview/5b0b8cb4f6c8d30c2256aa02/com.gmt.ngaothien?country=VN,1411132257,790194591,GAMOTA Corporation
ios,Gamota,Anh Hùng Xạ Điêu 2022 - Gamota,https://app.sensortower.com/overview/5a567a5085fda22a0c1dc572/1287508973?country=VN,1287508973,790194591,GAMOTA Corporation
